ngram
large scale
thermal equilibrium
flavour violation
scalar particle
anomalous coupling
nuclear modification factor
lightest higgs boson
previous calculation
few percent
massive neutrino
differential distribution
allowed region
higher order correction
fourth generation
new approach
gauge field
preliminary result
neutrino oscillation experiment
partial width
top mass
parameter space
electric field
recent work
heavy majorana
rhic energy
lattice simulation
present data
light higgs boson
electroweak interaction
low mass
gauge theory
cp-even higgs
theoretical model
experimental search
green function
free energy
heavy ion collider
large transverse
hadronic matrix
majorana mass
spontaneous symmetry breaking
strong decay
heavy particle
good fit
differential equation
theoretical framework
jona-lasinio model
small mass
decay rate
cp asymmetry
new physic contribution
relativistic quark model
single spin
new mechanism
qcd phase diagram
lattice calculation
dark matter direct detection
inclusive cross section
cosmological constraint
hard scattering
finite volume
higgs coupling
heavy quark symmetry
particular emphasis
elementary particle
new contribution
long distance
new physic model
neutrino mass generation
heavy quark limit
large n
real part
heavy quarkonia
electroweak correction
low-energy constant
lorentz invariance
pp collision
weak coupling
top quark decay
relativistic quark
dark matter abundance
first-order phase
effective hamiltonian
different value
reasonable agreement
hard process
cp-even higgs boson
direct cp violation
numerical solution
new gauge
external field
qcd calculation
one-loop contribution
two-higgs-doublet model
special case
d^ *
b- >
b \to
tau lepton
arbitrary number
small neutrino mass
central value
perturbative qcd approach
x u
cosmic string
analytic result
large momentum transfer
dark matter detection
observed baryon asymmetry
virtual compton scattering
systematic study
au+au collision
constituent quark
subsequent decay
chiral expansion
dynamical quark
e- collider
analytical result
direct cp asymmetry
schwinger-dyson equation
latter case
hybrid inflation
standard model fermion
top quark production
invariant mass spectrum
effective interaction
gauge coupling
exclusive process
solar neutrino data
effective model
pair production
landau gauge
nlo correction
gauge invariance
observed baryon
minimal extension
specific model
finite density
large class
electron-positron annihilation
two-higgs doublet model
angular correlation
logarithmic accuracy
high luminosity
njl model
hidden sector
theoretical result
one-loop order
atmospheric neutrino data
final result
numerical value
flat direction
electroweak precision data
high transverse momentum
lepton mass
two-loop correction
x su
soft term
flavour symmetry
decay mode
kinematic region
scalar boson
e- annihilation
scalar sector
nuclear structure
numerical evaluation
heavy higgs boson
dark matter scenario
kinetic energy
quartic coupling
new source
perturbative calculation
long baseline
compact star
kinetic mixing
inclusive production
precise determination
phenomenological study
theoretical calculation
recent observation
first principle
exact solution
kinetic equation
small neutrino
brief review
heavy majorana neutrino
boson production
critical value
axion-like particle
experimental signature
quark-antiquark pair
infrared divergence
early stage
fine structure
different approach
pole mass
relativistic correction
physical value
nuclear physic
significant contribution
nuclear effect
experimental information
real photon
susy particle
intermediate scale
physical observables
standard model field
simple extension
radial excitation
new model
inclusive cross
lorentz violation
finite temperature and density
soft mass
two-higgs doublet
susy breaking
open charm
numerical study
strong phase
top production
first step
qcd evolution
azimuthal asymmetry
scalar singlet
supersymmetric su
axial anomaly
parton distribution
sensitive probe
physical quantity
heavy fermion
best fit
unified model
leptonic mixing
associated production
higgs boson production
general form
sm-like higgs
standard model background
linear combination
weak boson
experimental test
coupled channel
explicit expression
first result
low momentum
current bound
nlo qcd
electroweak gauge boson
large mixing
nuclear medium
long range
kinematical region
present status
high transverse
inclusive decay
main feature
phenomenological constraint
minimal flavor violation
spontaneous cp violation
minimal standard model
electroweak precision test
simplified model
intermediate mass
charmed meson
high energy neutrino
current quark mass
decay channel
general case
small mixing
higgs search
main result
longitudinal polarization
higgs particle
thermal leptogenesis
pb+pb collision
quantum fluctuation
light vector
3-3-1 model
susy parameter
new type
nambu-goldstone boson
dark matter relic abundance
hadronic contribution
minimal flavor
final-state interaction
perturbative correction
few tev
scalar doublet
logarithmic approximation
independent way
current quark
boltzmann equation
non-abelian gauge
threshold correction
dark matter halo
qcd phase transition
scalar dark matter
small momentum
large region
new class
lower energy
galactic halo
leptonic cp
neutral pion
present paper
stringent bound
hadronic interaction
lepton flavor
hadronic phase
different type
realistic model
light-cone sum rule
new gauge boson
finite size
small scale
previous paper
nuclear target
scale dependence
recent study
ultrarelativistic heavy-ion collision
high energy physic
nucleon form factor
weak phase
such effect
magnetic dipole
new state
partial decay
two-loop level
dense matter
nonleptonic decay
next-to-leading order correction
atmospheric neutrino oscillation
massive quark
molecular state
late time
electromagnetic interaction
non-perturbative effect
new interaction
n c
higgs triplet
combined analysis
indirect search
solar neutrino oscillation
larger value
kinetic theory
spontaneous cp
internal structure
randall-sundrum model
experimental error
theoretical approach
natural way
dependent parton distribution
q * *
large contribution
visible sector
nonrelativistic qcd
new physic scenario
neutrino mass spectrum
qcd vacuum
integral equation
low value
negative parity
inflationary model
direct photon
dirac equation
cosmic neutrino
heavy-light meson
virtual correction
light hadron
perturbative series
large logarithm
analytic continuation
inverted hierarchy
loop level
soft supersymmetry breaking
solar neutrino experiment
scalar field theory
partial decay width
new constraint
s gamma
gauge singlet
large distance
topological defect
recent calculation
light cone qcd
first moment
model-independent way
asymptotic behavior
chiral transition
ultra-high energy
longitudinal momentum
kinetic term
standard model value
current constraint
large rapidity
heavy quark production
r-parity violation
powerful tool
possible existence
external momentum
seesaw model
measured value
top-quark mass
right-handed neutrino mass
high energy collision
heavy quark expansion
scalar resonance
unintegrated gluon
general relativity
minimal standard
exclusive decay
peccei-quinn symmetry
survival probability
high-energy neutrino
future measurement
scalar form factor
grand unification scale
light-cone distribution amplitude
heavy hadron
w boson
soft susy
dimensional reduction
azimuthal angle
quantum gravity
one-loop calculation
lepton mass matrix
high energy scale
few year
supersymmetric contribution
physical point
direct measurement
high energy cosmic ray
dependent parton
q \bar
hot qcd
branching ratio
cosmological observation
leptonic cp violation
phenomenological application
explicit example
nonperturbative effect
tri-bimaximal mixing
lightest neutrino
soft breaking
second part
leading order
warm dark matter
effective number
collinear factorization
neutral kaon
radiative neutrino
radiative neutrino mass
new feature
electron-positron pair
standard electroweak
other approach
effective majorana
logarithmic correction
scalar dark
physical pion mass
top squark
experimental evidence
large correction
possible implication
ultrarelativistic heavy-ion
present prediction
annual modulation
spectral density
normal hierarchy
possible explanation
relevant parameter
t \bar
e+e- annihilation
light stop
top decay
qcd matter
axial charge
one-loop amplitude
statistical model
neutral scalar
two-loop order
light vector meson
center-of-mass energy
inert doublet
detailed comparison
loop correction
abelian gauge
cosmological data
chiral su
local symmetry
trilinear coupling
supersymmetric parameter
longitudinal structure function
critical end point
large tan
gauge mediation
explicit calculation
spatial dimension
strong dynamic
tan β
neutral meson
earlier work
extended higgs sector
semileptonic b
yukawa interaction
light-cone sum
current limit
light-cone distribution
nucleon mass
b_s \to
vector-like quark
possible solution
nucleon form
light scalar
allowed parameter
natural explanation
heavy nucleus
astrophysical source
tan beta
different scenario
gamma gamma
standard deviation
few gev
theoretical description
experimental uncertainty
left-right model
two-point function
dirac fermion
ordinary matter
extra u
chiral model
experimental observation
light front
electroweak precision observables
hadronic vacuum polarization
large scale structure
good approximation
type-i seesaw
right-handed majorana
weakly interacting
general feature
observed value
recent year
inelastic structure function
unintegrated gluon distribution
higgs boson mass
prompt photon
general expression
left-right symmetry
qualitative agreement
opposite sign
hadron-hadron collision
direct production
central collision
sm-like higgs boson
polarized structure function
specific example
cosmological model
several order
such scenario
different method
higgs-boson mass
anomaly cancellation
analytic formula
multiple scattering
various model
q *
cp-violating asymmetry
hadronic vacuum
isgur-wise function
maximal mixing
perturbative unitarity
dark photon
strange quark matter
first order electroweak
non-abelian gauge theory
physical pion
charged particle
exact result
full set
allowed range
third family
possible signal
light fermion
complete calculation
exclusive production
lhc search
general framework
high energy collider
nuclear matrix element
magnetic form factor
twisted mass
analytical formula
current experiment
extended higgs
gluon-gluon fusion
neutrino oscillation data
finite energy
real time
important implication
qcd analysis
experimental analysis
e^+e^- \to
numerical estimate
theoretical error
chiral dynamic
planck scale
early time
exotic state
axial-vector meson
other experiment
mean-field approximation
e^- \to
atmospheric mixing
proton-nucleus collision
additional contribution
high momentum
effective neutrino
transverse polarization
chiral extrapolation
magnetic effect
perturbative quantum chromodynamics
mean field approximation
allowed parameter space
fermionic dark matter
quark mass matrix
unstable particle
high statistic
vector-like fermion
custodial symmetry
chiral soliton
hard thermal loop
standard model expectation
inert doublet model
initial state radiation
recent paper
different energy
polarized beam
lorentz symmetry
bubble wall
anomalous u
parametric resonance
cp-odd higgs
top pair
reasonable value
functional form
constituent quark model
vacuum expectation value
standard model effective field
recent analysis
full qcd
h \to
fundamental representation
effective lagrangians
experimental study
top partner
possible effect
invisible decay
lattice gauge
large energy
low energy neutrino
broken phase
bfkl equation
gauge interaction
lattice spacing
such particle
sum rule
complex parameter
single production
gluon field
charged lepton
nuclear shadowing
differential decay
nonrelativistic quark model
dark matter decay
gauge-higgs unification
theoretical study
rare b
double parton
asymptotic freedom
bound state
dynamical model
large uncertainty
lightest neutrino mass
lattice gauge theory
extra dimension model
analytical solution
physical mass
horizontal symmetry
axial coupling
threshold effect
possible application
large range
complex phase
α s
analytic form
observational constraint
hard photon
scalar form
nonperturbative qcd
acoustic oscillation
warm dark
smaller value
observational data
higher dimension
static potential
scalar coupling
high energy heavy ion
light flavor
observed neutrino
total cross-section
longitudinal structure
large part
quark model
topological charge
deconfinement transition
total decay
particular case
little hierarchy
composite model
dynamical symmetry
spin correlation
electromagnetic property
cpt violation
new way
unified description
intermediate energy
pseudoscalar higgs
pseudo-goldstone boson
critical exponent
effective neutrino mass
next-to-leading order calculation
weak mixing angle
total energy
model-independent analysis
numerical prediction
non-relativistic qcd
m z
higher dimensional operator
viable parameter space
radiative electroweak symmetry
weak gauge boson
right-handed majorana neutrino
low energy effective theory
effective quark
statistical significance
significant effect
nonrelativistic quark
susy gut
weak mixing
many model
different mass
uv completion
dark matter production
fine structure constant
numerical method
statistical error
brief overview
azimuthal correlation
soft function
extra gauge
total width
observable effect
experimental sensitivity
heavy mass
higher-order correction
open question
supernova neutrino
possible way
critical end
null result
inelastic structure
systematic analysis
particular interest
general property
nnlo correction
kinematic distribution
quadratic divergence
cosmological implication
chiral fermion
majorana neutrino
heavy lepton
kaluza-klein excitation
recent lattice qcd
functional renormalization group
low energy constant
little hierarchy problem
several model
analytic solution
new scalar
inverted mass
single-spin asymmetry
weak gauge
one-gluon exchange
thermal bath
stringent limit
standard model extension
minimal supergravity model
hadronic cross section
qcd perturbation theory
direct dark matter
thermal field theory
solar neutrino flux
radiative energy loss
elastic scattering cross
theoretical constraint
holographic qcd
pb-pb collision
qcd prediction
scalar state
new set
earlier result
new resonance
lhc experiment
strong correlation
second generation
first part
harmonic oscillator
perturbative quantum
nonzero temperature
physical quark mass
dynamical electroweak symmetry
nuclear parton distribution
energy-momentum tensor
current neutrino
experimental determination
hybrid meson
scalar quark
hubble parameter
short review
magnetic dipole moment
matter-antimatter asymmetry
polarized structure
two-loop contribution
supersymmetric qcd
signal strength
similar result
nuclear matrix
fundamental parameter
general formula
angular dependence
quenched approximation
large angle
new bound
viable parameter
\rm gev
left-handed neutrino
n =
small angle
cabibbo-kobayashi-maskawa matrix
detailed discussion
heavy flavour
gauge-mediated supersymmetry
new parameter
variational method
diffractive production
present calculation
good candidate
bose-einstein correlation
leptonic sector
scalar higgs
wave function
small number
atmospheric neutrino anomaly
explicit cp violation
second order phase
most case
nuclear recoil
initial energy
chiral restoration
astrophysical neutrino
lhcb collaboration
qcd perturbation
third order
octet baryon
possible signature
threshold region
gluon exchange
future prospect
new phase
interesting feature
topological susceptibility
predictive power
broad range
relative phase
classical field
small transverse momentum
high-energy heavy-ion collision
chiral constituent quark
light-front quark model
such state
significant deviation
gut scale
littlest higgs
narrow resonance
sm prediction
gauge group
magnetic form
valuable information
such theory
low x
anomalous dimension matrix
light-cone qcd sum
semileptonic b decay
top yukawa
fermionic dark
stable particle
present bound
gamma-ray emission
central rapidity
finite baryon
symmetric phase
e+e- collider
low-energy theorem
new measurement
soft photon
dglap evolution
hard thermal
effective majorana mass
many order
central region
dominant decay
gravitational interaction
relativistic effect
obtained result
baryonic matter
infrared singularity
highest energy
higgs signal
future neutrino
thermal loop
such process
non-standard interaction
high accuracy
top-quark pair
neutrino flavor
positive parity
independent analysis
tensor-to-scalar ratio
solar mass
gravitational field
physical quark
large fraction
total rate
unitary approach
